Time [s] 	canBusModel.CAN_OUT 	vECUcontroller_1.Out1
2.1599999999999	0-0-0-0-	0-0-0-0-0-
2.1609999999999	0-0-0-0-	0-0-0-0-0-
2.1619999999999	0-0-0-0-	0-0-0-0-0-
2.1629999999999	0-0-0-0-	0-0-0-0-0-
2.1639999999999	0-0-0-0-	0-0-0-0-0-
2.1649999999999	0-0-0-0-	0-0-0-0-0-
2.1659999999999	0-0-0-0-	0-0-0-0-0-
2.1669999999999	0-0-0-0-	0-0-0-0-0-
2.1679999999999	0-0-0-0-	0-0-0-0-0-
2.1689999999999	0-0-0-0-	0-0-0-0-0-
2.1699999999999	0-0-0-0-	0-0-0-0-0-
2.1709999999999	0-0-0-0-	0-0-0-0-0-
2.1719999999999	0-0-0-0-	0-0-0-0-0-
2.1729999999999	0-0-0-0-	0-0-0-0-0-
2.1739999999999	0-0-0-0-	0-0-0-0-0-
2.1749999999999	0-0-0-0-	0-0-0-0-0-
2.1759999999999	0-0-0-0-	0-0-0-0-0-
2.1769999999999	0-0-0-0-	0-0-0-0-0-
2.1779999999999	0-0-0-0-	0-0-0-0-0-
2.1789999999999	0-0-0-0-	0-0-0-0-0-
2.1799999999999	0-0-0-0-	0-0-0-0-0-
2.1809999999999	0-0-0-0-	0-0-0-0-0-
2.1819999999999	0-0-0-0-	0-0-0-0-0-
2.1829999999999	0-0-0-0-	0-0-0-0-0-
2.1839999999999	0-0-0-0-	0-0-0-0-0-
2.1849999999999	0-0-0-0-	0-0-0-0-0-
2.1859999999999	0-0-0-0-	0-0-0-0-0-
2.1869999999999	0-0-0-0-	0-0-0-0-0-
2.1879999999999	0-0-0-0-	0-0-0-0-0-
2.1889999999999	0-0-0-0-	0-0-0-0-0-
2.1899999999999	0-0-0-0-	0-0-0-0-0-
2.1909999999999	0-0-0-0-	0-0-0-0-0-
2.1919999999999	0-0-0-0-	0-0-0-0-0-
2.1929999999999	0-0-0-0-	0-0-0-0-0-
2.1939999999999	0-0-0-0-	1-5-0-8-A4:00:00:00:00:00:00:00
2.1949999999999	0-0-0-0-	0-0-0-0-0-
2.1959999999999	1-5-0-8-A4:00:00:00:00:00:00:00	0-0-0-0-0-
2.1969999999999	0-0-0-0-	0-0-0-0-0-
2.1979999999999	0-0-0-0-	0-0-0-0-0-
2.1989999999999	0-0-0-0-	0-0-0-0-0-
2.1999999999999	0-0-0-0-	0-0-0-0-0-
2.2009999999999	0-0-0-0-	0-0-0-0-0-
2.2019999999999	0-0-0-0-	0-0-0-0-0-
2.2029999999999	0-0-0-0-	0-0-0-0-0-
2.2039999999999	0-0-0-0-	0-0-0-0-0-
2.2049999999999	0-0-0-0-	0-0-0-0-0-
2.2059999999999	0-0-0-0-	0-0-0-0-0-
2.2069999999999	0-0-0-0-	0-0-0-0-0-
2.2079999999999	0-0-0-0-	0-0-0-0-0-
2.2089999999999	0-0-0-0-	0-0-0-0-0-
2.2099999999999	0-0-0-0-	0-0-0-0-0-
2.2109999999999	0-0-0-0-	0-0-0-0-0-
2.2119999999999	0-0-0-0-	0-0-0-0-0-
2.2129999999999	0-0-0-0-	0-0-0-0-0-
2.2139999999999	0-0-0-0-	0-0-0-0-0-
2.2149999999999	0-0-0-0-	0-0-0-0-0-
2.2159999999999	0-0-0-0-	0-0-0-0-0-
2.2169999999999	0-0-0-0-	0-0-0-0-0-
2.2179999999999	0-0-0-0-	0-0-0-0-0-
2.2189999999999	0-0-0-0-	0-0-0-0-0-
2.2199999999999	0-0-0-0-	0-0-0-0-0-
2.2209999999999	0-0-0-0-	0-0-0-0-0-
2.2219999999999	0-0-0-0-	0-0-0-0-0-
2.2229999999999	0-0-0-0-	0-0-0-0-0-
2.2239999999999	0-0-0-0-	0-0-0-0-0-
2.2249999999999	0-0-0-0-	0-0-0-0-0-
2.2259999999999	0-0-0-0-	0-0-0-0-0-
2.2269999999999	0-0-0-0-	0-0-0-0-0-
2.2279999999999	0-0-0-0-	0-0-0-0-0-
2.2289999999999	0-0-0-0-	0-0-0-0-0-
2.2299999999999	0-0-0-0-	0-0-0-0-0-
2.2309999999999	0-0-0-0-	0-0-0-0-0-
2.2319999999999	0-0-0-0-	0-0-0-0-0-
2.2329999999999	0-0-0-0-	0-0-0-0-0-
2.2339999999999	0-0-0-0-	0-0-0-0-0-
2.2349999999999	0-0-0-0-	0-0-0-0-0-
2.2359999999999	0-0-0-0-	0-0-0-0-0-
2.2369999999999	0-0-0-0-	0-0-0-0-0-
2.2379999999999	0-0-0-0-	0-0-0-0-0-
2.2389999999999	0-0-0-0-	0-0-0-0-0-
2.2399999999999	0-0-0-0-	0-0-0-0-0-
2.2409999999999	0-0-0-0-	0-0-0-0-0-
2.2419999999999	0-0-0-0-	0-0-0-0-0-
2.2429999999999	0-0-0-0-	0-0-0-0-0-
2.2439999999999	0-0-0-0-	1-5-0-8-AE:00:00:00:00:00:00:00
2.2449999999999	0-0-0-0-	0-0-0-0-0-
2.2459999999999	1-5-0-8-AE:00:00:00:00:00:00:00	0-0-0-0-0-
2.2469999999999	0-0-0-0-	0-0-0-0-0-
2.2479999999999	0-0-0-0-	0-0-0-0-0-
2.2489999999999	0-0-0-0-	0-0-0-0-0-
2.2499999999999	0-0-0-0-	0-0-0-0-0-
2.2509999999999	0-0-0-0-	0-0-0-0-0-
2.2519999999999	0-0-0-0-	0-0-0-0-0-
2.2529999999999	0-0-0-0-	0-0-0-0-0-
2.2539999999999	0-0-0-0-	0-0-0-0-0-
2.2549999999999	0-0-0-0-	0-0-0-0-0-
2.2559999999999	0-0-0-0-	0-0-0-0-0-
2.2569999999999	0-0-0-0-	0-0-0-0-0-
2.2579999999999	0-0-0-0-	0-0-0-0-0-
2.2589999999999	0-0-0-0-	0-0-0-0-0-
2.2599999999999	0-0-0-0-	0-0-0-0-0-
2.2609999999999	0-0-0-0-	0-0-0-0-0-
2.2619999999999	0-0-0-0-	0-0-0-0-0-
2.2629999999999	0-0-0-0-	0-0-0-0-0-
2.2639999999999	0-0-0-0-	0-0-0-0-0-
2.2649999999999	0-0-0-0-	0-0-0-0-0-
2.2659999999999	0-0-0-0-	0-0-0-0-0-
2.2669999999999	0-0-0-0-	0-0-0-0-0-
2.2679999999999	0-0-0-0-	0-0-0-0-0-
2.2689999999999	0-0-0-0-	0-0-0-0-0-
2.2699999999999	0-0-0-0-	0-0-0-0-0-
2.2709999999999	0-0-0-0-	0-0-0-0-0-
2.2719999999999	0-0-0-0-	0-0-0-0-0-
2.2729999999999	0-0-0-0-	0-0-0-0-0-
2.2739999999999	0-0-0-0-	0-0-0-0-0-
2.2749999999999	0-0-0-0-	0-0-0-0-0-
2.2759999999999	0-0-0-0-	0-0-0-0-0-
2.2769999999999	0-0-0-0-	0-0-0-0-0-
2.2779999999999	0-0-0-0-	0-0-0-0-0-
2.2789999999999	0-0-0-0-	0-0-0-0-0-
2.2799999999999	0-0-0-0-	0-0-0-0-0-
2.2809999999999	0-0-0-0-	0-0-0-0-0-
2.2819999999999	0-0-0-0-	0-0-0-0-0-
2.2829999999999	0-0-0-0-	0-0-0-0-0-
2.2839999999999	0-0-0-0-	0-0-0-0-0-
2.2849999999999	0-0-0-0-	0-0-0-0-0-
2.2859999999999	0-0-0-0-	0-0-0-0-0-
2.2869999999999	0-0-0-0-	0-0-0-0-0-
2.2879999999999	0-0-0-0-	0-0-0-0-0-
2.2889999999999	0-0-0-0-	0-0-0-0-0-
2.2899999999999	0-0-0-0-	0-0-0-0-0-
2.2909999999999	0-0-0-0-	0-0-0-0-0-
2.2919999999999	0-0-0-0-	0-0-0-0-0-
2.2929999999999	0-0-0-0-	0-0-0-0-0-
2.2939999999999	0-0-0-0-	1-5-0-8-B8:00:00:00:00:00:00:00
2.2949999999999	0-0-0-0-	0-0-0-0-0-
2.2959999999999	1-5-0-8-B8:00:00:00:00:00:00:00	0-0-0-0-0-
2.2969999999999	0-0-0-0-	0-0-0-0-0-
2.2979999999999	0-0-0-0-	0-0-0-0-0-
2.2989999999999	0-0-0-0-	0-0-0-0-0-
2.2999999999999	0-0-0-0-	0-0-0-0-0-
2.3009999999999	0-0-0-0-	0-0-0-0-0-
2.3019999999999	0-0-0-0-	0-0-0-0-0-
2.3029999999999	0-0-0-0-	0-0-0-0-0-
2.3039999999999	0-0-0-0-	0-0-0-0-0-
2.3049999999999	0-0-0-0-	0-0-0-0-0-
2.3059999999999	0-0-0-0-	0-0-0-0-0-
2.3069999999999	0-0-0-0-	0-0-0-0-0-
2.3079999999999	0-0-0-0-	0-0-0-0-0-
2.3089999999999	0-0-0-0-	0-0-0-0-0-
2.3099999999999	0-0-0-0-	0-0-0-0-0-
2.3109999999999	0-0-0-0-	0-0-0-0-0-
2.3119999999999	0-0-0-0-	0-0-0-0-0-
2.3129999999999	0-0-0-0-	0-0-0-0-0-
2.3139999999999	0-0-0-0-	0-0-0-0-0-
2.3149999999999	0-0-0-0-	0-0-0-0-0-
2.3159999999999	0-0-0-0-	0-0-0-0-0-
2.3169999999999	0-0-0-0-	0-0-0-0-0-
2.3179999999999	0-0-0-0-	0-0-0-0-0-
2.3189999999999	0-0-0-0-	0-0-0-0-0-
2.3199999999999	0-0-0-0-	0-0-0-0-0-
2.3209999999999	0-0-0-0-	0-0-0-0-0-
2.3219999999999	0-0-0-0-	0-0-0-0-0-
2.3229999999999	0-0-0-0-	0-0-0-0-0-
2.3239999999999	0-0-0-0-	0-0-0-0-0-
2.3249999999999	0-0-0-0-	0-0-0-0-0-
2.3259999999999	0-0-0-0-	0-0-0-0-0-
2.3269999999999	0-0-0-0-	0-0-0-0-0-
2.3279999999999	0-0-0-0-	0-0-0-0-0-
2.3289999999999	0-0-0-0-	0-0-0-0-0-
2.3299999999999	0-0-0-0-	0-0-0-0-0-
2.3309999999999	0-0-0-0-	0-0-0-0-0-
2.3319999999999	0-0-0-0-	0-0-0-0-0-
2.3329999999999	0-0-0-0-	0-0-0-0-0-
2.3339999999999	0-0-0-0-	0-0-0-0-0-
2.3349999999999	0-0-0-0-	0-0-0-0-0-
2.3359999999999	0-0-0-0-	0-0-0-0-0-
2.3369999999999	0-0-0-0-	0-0-0-0-0-
2.3379999999999	0-0-0-0-	0-0-0-0-0-
2.3389999999999	0-0-0-0-	0-0-0-0-0-
2.3399999999999	0-0-0-0-	0-0-0-0-0-
2.3409999999999	0-0-0-0-	0-0-0-0-0-
2.3419999999999	0-0-0-0-	0-0-0-0-0-
2.3429999999999	0-0-0-0-	0-0-0-0-0-
2.3439999999999	0-0-0-0-	1-5-0-8-C2:00:00:00:00:00:00:00
2.3449999999999	0-0-0-0-	0-0-0-0-0-
2.3459999999999	1-5-0-8-C2:00:00:00:00:00:00:00	0-0-0-0-0-
2.3469999999999	0-0-0-0-	0-0-0-0-0-
2.3479999999999	0-0-0-0-	0-0-0-0-0-
2.3489999999999	0-0-0-0-	0-0-0-0-0-
2.3499999999999	0-0-0-0-	0-0-0-0-0-
2.3509999999999	0-0-0-0-	0-0-0-0-0-
2.3519999999999	0-0-0-0-	0-0-0-0-0-
2.3529999999999	0-0-0-0-	0-0-0-0-0-
2.3539999999999	0-0-0-0-	0-0-0-0-0-
2.3549999999999	0-0-0-0-	0-0-0-0-0-
2.3559999999999	0-0-0-0-	0-0-0-0-0-
2.3569999999999	0-0-0-0-	0-0-0-0-0-
2.3579999999999	0-0-0-0-	0-0-0-0-0-
2.3589999999999	0-0-0-0-	0-0-0-0-0-
2.3599999999999	0-0-0-0-	0-0-0-0-0-
2.3609999999999	0-0-0-0-	0-0-0-0-0-
2.3619999999999	0-0-0-0-	0-0-0-0-0-
2.3629999999999	0-0-0-0-	0-0-0-0-0-
2.3639999999999	0-0-0-0-	0-0-0-0-0-
2.3649999999999	0-0-0-0-	0-0-0-0-0-
2.3659999999999	0-0-0-0-	0-0-0-0-0-
2.3669999999999	0-0-0-0-	0-0-0-0-0-
2.3679999999999	0-0-0-0-	0-0-0-0-0-
2.3689999999999	0-0-0-0-	0-0-0-0-0-
2.3699999999999	0-0-0-0-	0-0-0-0-0-
2.3709999999998	0-0-0-0-	0-0-0-0-0-
2.3719999999998	0-0-0-0-	0-0-0-0-0-
2.3729999999998	0-0-0-0-	0-0-0-0-0-
2.3739999999998	0-0-0-0-	0-0-0-0-0-
2.3749999999998	0-0-0-0-	0-0-0-0-0-
2.3759999999998	0-0-0-0-	0-0-0-0-0-
2.3769999999998	0-0-0-0-	0-0-0-0-0-
2.3779999999998	0-0-0-0-	0-0-0-0-0-
2.3789999999998	0-0-0-0-	0-0-0-0-0-
2.3799999999998	0-0-0-0-	0-0-0-0-0-
2.3809999999998	0-0-0-0-	0-0-0-0-0-
2.3819999999998	0-0-0-0-	0-0-0-0-0-
2.3829999999998	0-0-0-0-	0-0-0-0-0-
2.3839999999998	0-0-0-0-	0-0-0-0-0-
2.3849999999998	0-0-0-0-	0-0-0-0-0-
2.3859999999998	0-0-0-0-	0-0-0-0-0-
2.3869999999998	0-0-0-0-	0-0-0-0-0-
2.3879999999998	0-0-0-0-	0-0-0-0-0-
2.3889999999998	0-0-0-0-	0-0-0-0-0-
2.3899999999998	0-0-0-0-	0-0-0-0-0-
2.3909999999998	0-0-0-0-	0-0-0-0-0-
2.3919999999998	0-0-0-0-	0-0-0-0-0-
2.3929999999998	0-0-0-0-	0-0-0-0-0-
2.3939999999998	0-0-0-0-	1-5-0-8-CC:00:00:00:00:00:00:00
2.3949999999998	0-0-0-0-	0-0-0-0-0-
2.3959999999998	1-5-0-8-CC:00:00:00:00:00:00:00	0-0-0-0-0-
2.3969999999998	0-0-0-0-	0-0-0-0-0-
2.3979999999998	0-0-0-0-	0-0-0-0-0-
2.3989999999998	0-0-0-0-	0-0-0-0-0-
2.3999999999998	0-0-0-0-	0-0-0-0-0-
2.4009999999998	0-0-0-0-	0-0-0-0-0-
2.4019999999998	0-0-0-0-	0-0-0-0-0-
2.4029999999998	0-0-0-0-	0-0-0-0-0-
2.4039999999998	0-0-0-0-	0-0-0-0-0-
2.4049999999998	0-0-0-0-	0-0-0-0-0-
2.4059999999998	0-0-0-0-	0-0-0-0-0-
2.4069999999998	0-0-0-0-	0-0-0-0-0-
2.4079999999998	0-0-0-0-	0-0-0-0-0-
2.4089999999998	0-0-0-0-	0-0-0-0-0-
2.4099999999998	0-0-0-0-	0-0-0-0-0-
2.4109999999998	0-0-0-0-	0-0-0-0-0-
2.4119999999998	0-0-0-0-	0-0-0-0-0-
2.4129999999998	0-0-0-0-	0-0-0-0-0-
2.4139999999998	0-0-0-0-	0-0-0-0-0-
2.4149999999998	0-0-0-0-	0-0-0-0-0-
2.4159999999998	0-0-0-0-	0-0-0-0-0-
2.4169999999998	0-0-0-0-	0-0-0-0-0-
2.4179999999998	0-0-0-0-	0-0-0-0-0-
2.4189999999998	0-0-0-0-	0-0-0-0-0-
2.4199999999998	0-0-0-0-	0-0-0-0-0-
2.4209999999998	0-0-0-0-	0-0-0-0-0-
2.4219999999998	0-0-0-0-	0-0-0-0-0-
2.4229999999998	0-0-0-0-	0-0-0-0-0-
2.4239999999998	0-0-0-0-	0-0-0-0-0-
2.4249999999998	0-0-0-0-	0-0-0-0-0-
2.4259999999998	0-0-0-0-	0-0-0-0-0-
2.4269999999998	0-0-0-0-	0-0-0-0-0-
2.4279999999998	0-0-0-0-	0-0-0-0-0-
2.4289999999998	0-0-0-0-	0-0-0-0-0-
2.4299999999998	0-0-0-0-	0-0-0-0-0-
2.4309999999998	0-0-0-0-	0-0-0-0-0-
2.4319999999998	0-0-0-0-	0-0-0-0-0-
2.4329999999998	0-0-0-0-	0-0-0-0-0-
2.4339999999998	0-0-0-0-	0-0-0-0-0-
2.4349999999998	0-0-0-0-	0-0-0-0-0-
2.4359999999998	0-0-0-0-	0-0-0-0-0-
2.4369999999998	0-0-0-0-	0-0-0-0-0-
2.4379999999998	0-0-0-0-	0-0-0-0-0-
2.4389999999998	0-0-0-0-	0-0-0-0-0-
2.4399999999998	0-0-0-0-	0-0-0-0-0-
2.4409999999998	0-0-0-0-	0-0-0-0-0-
2.4419999999998	0-0-0-0-	0-0-0-0-0-
2.4429999999998	0-0-0-0-	0-0-0-0-0-
2.4439999999998	0-0-0-0-	1-5-0-8-D6:00:00:00:00:00:00:00
2.4449999999998	0-0-0-0-	0-0-0-0-0-
2.4459999999998	1-5-0-8-D6:00:00:00:00:00:00:00	0-0-0-0-0-
2.4469999999998	0-0-0-0-	0-0-0-0-0-
2.4479999999998	0-0-0-0-	0-0-0-0-0-
2.4489999999998	0-0-0-0-	0-0-0-0-0-
2.4499999999998	0-0-0-0-	0-0-0-0-0-
2.4509999999998	0-0-0-0-	0-0-0-0-0-
2.4519999999998	0-0-0-0-	0-0-0-0-0-
2.4529999999998	0-0-0-0-	0-0-0-0-0-
2.4539999999998	0-0-0-0-	0-0-0-0-0-
2.4549999999998	0-0-0-0-	0-0-0-0-0-
2.4559999999998	0-0-0-0-	0-0-0-0-0-
2.4569999999998	0-0-0-0-	0-0-0-0-0-
2.4579999999998	0-0-0-0-	0-0-0-0-0-
2.4589999999998	0-0-0-0-	0-0-0-0-0-
2.4599999999998	0-0-0-0-	0-0-0-0-0-
2.4609999999998	0-0-0-0-	0-0-0-0-0-
2.4619999999998	0-0-0-0-	0-0-0-0-0-
2.4629999999998	0-0-0-0-	0-0-0-0-0-
2.4639999999998	0-0-0-0-	0-0-0-0-0-
2.4649999999998	0-0-0-0-	0-0-0-0-0-
2.4659999999998	0-0-0-0-	0-0-0-0-0-
2.4669999999998	0-0-0-0-	0-0-0-0-0-
2.4679999999998	0-0-0-0-	0-0-0-0-0-
2.4689999999998	0-0-0-0-	0-0-0-0-0-
2.4699999999998	0-0-0-0-	0-0-0-0-0-
2.4709999999998	0-0-0-0-	0-0-0-0-0-
2.4719999999998	0-0-0-0-	0-0-0-0-0-
2.4729999999998	0-0-0-0-	0-0-0-0-0-
2.4739999999998	0-0-0-0-	0-0-0-0-0-
2.4749999999998	0-0-0-0-	0-0-0-0-0-
2.4759999999998	0-0-0-0-	0-0-0-0-0-
2.4769999999998	0-0-0-0-	0-0-0-0-0-
2.4779999999998	0-0-0-0-	0-0-0-0-0-
2.4789999999998	0-0-0-0-	0-0-0-0-0-
2.4799999999998	0-0-0-0-	0-0-0-0-0-
2.4809999999998	0-0-0-0-	0-0-0-0-0-
2.4819999999998	0-0-0-0-	0-0-0-0-0-
2.4829999999998	0-0-0-0-	0-0-0-0-0-
2.4839999999998	0-0-0-0-	0-0-0-0-0-
2.4849999999998	0-0-0-0-	0-0-0-0-0-
2.4859999999998	0-0-0-0-	0-0-0-0-0-
2.4869999999998	0-0-0-0-	0-0-0-0-0-
2.4879999999998	0-0-0-0-	0-0-0-0-0-
2.4889999999998	0-0-0-0-	0-0-0-0-0-
2.4899999999998	0-0-0-0-	0-0-0-0-0-
2.4909999999998	0-0-0-0-	0-0-0-0-0-
2.4919999999998	0-0-0-0-	0-0-0-0-0-
2.4929999999998	0-0-0-0-	0-0-0-0-0-
2.4939999999998	0-0-0-0-	1-5-0-8-E0:00:00:00:00:00:00:00
2.4949999999998	0-0-0-0-	0-0-0-0-0-
2.4959999999998	1-5-0-8-E0:00:00:00:00:00:00:00	0-0-0-0-0-
2.4969999999998	0-0-0-0-	0-0-0-0-0-
2.4979999999998	0-0-0-0-	0-0-0-0-0-
2.4989999999998	0-0-0-0-	0-0-0-0-0-
2.4999999999998	0-0-0-0-	0-0-0-0-0-
2.5009999999998	0-0-0-0-	0-0-0-0-0-
2.5019999999998	0-0-0-0-	0-0-0-0-0-
2.5029999999998	0-0-0-0-	0-0-0-0-0-
2.5039999999998	0-0-0-0-	0-0-0-0-0-
2.5049999999998	0-0-0-0-	0-0-0-0-0-
2.5059999999998	0-0-0-0-	0-0-0-0-0-
2.5069999999998	0-0-0-0-	0-0-0-0-0-
2.5079999999998	0-0-0-0-	0-0-0-0-0-
2.5089999999998	0-0-0-0-	0-0-0-0-0-
2.5099999999998	0-0-0-0-	0-0-0-0-0-
2.5109999999998	0-0-0-0-	0-0-0-0-0-
2.5119999999998	0-0-0-0-	0-0-0-0-0-
2.5129999999998	0-0-0-0-	0-0-0-0-0-
2.5139999999998	0-0-0-0-	0-0-0-0-0-
2.5149999999998	0-0-0-0-	0-0-0-0-0-
2.5159999999998	0-0-0-0-	0-0-0-0-0-
2.5169999999998	0-0-0-0-	0-0-0-0-0-
2.5179999999998	0-0-0-0-	0-0-0-0-0-
2.5189999999998	0-0-0-0-	0-0-0-0-0-
2.5199999999998	0-0-0-0-	0-0-0-0-0-
2.5209999999998	0-0-0-0-	0-0-0-0-0-
2.5219999999998	0-0-0-0-	0-0-0-0-0-
2.5229999999998	0-0-0-0-	0-0-0-0-0-
2.5239999999998	0-0-0-0-	0-0-0-0-0-
2.5249999999998	0-0-0-0-	0-0-0-0-0-
2.5259999999998	0-0-0-0-	0-0-0-0-0-
2.5269999999998	0-0-0-0-	0-0-0-0-0-
2.5279999999998	0-0-0-0-	0-0-0-0-0-
2.5289999999998	0-0-0-0-	0-0-0-0-0-
2.5299999999998	0-0-0-0-	0-0-0-0-0-
2.5309999999998	0-0-0-0-	0-0-0-0-0-
2.5319999999998	0-0-0-0-	0-0-0-0-0-
2.5329999999998	0-0-0-0-	0-0-0-0-0-
2.5339999999998	0-0-0-0-	0-0-0-0-0-
2.5349999999998	0-0-0-0-	0-0-0-0-0-
2.5359999999998	0-0-0-0-	0-0-0-0-0-
2.5369999999998	0-0-0-0-	0-0-0-0-0-
2.5379999999998	0-0-0-0-	0-0-0-0-0-
2.5389999999998	0-0-0-0-	0-0-0-0-0-
2.5399999999998	0-0-0-0-	0-0-0-0-0-
2.5409999999998	0-0-0-0-	0-0-0-0-0-
2.5419999999998	0-0-0-0-	0-0-0-0-0-
2.5429999999998	0-0-0-0-	0-0-0-0-0-
2.5439999999998	0-0-0-0-	1-5-0-8-EA:00:00:00:00:00:00:00
2.5449999999998	0-0-0-0-	0-0-0-0-0-
2.5459999999998	1-5-0-8-EA:00:00:00:00:00:00:00	0-0-0-0-0-
2.5469999999998	0-0-0-0-	0-0-0-0-0-
2.5479999999998	0-0-0-0-	0-0-0-0-0-
2.5489999999998	0-0-0-0-	0-0-0-0-0-
2.5499999999998	0-0-0-0-	0-0-0-0-0-
2.5509999999998	0-0-0-0-	0-0-0-0-0-
2.5519999999998	0-0-0-0-	0-0-0-0-0-
2.5529999999998	0-0-0-0-	0-0-0-0-0-
2.5539999999998	0-0-0-0-	0-0-0-0-0-
2.5549999999998	0-0-0-0-	0-0-0-0-0-
2.5559999999998	0-0-0-0-	0-0-0-0-0-
2.5569999999998	0-0-0-0-	0-0-0-0-0-
2.5579999999998	0-0-0-0-	0-0-0-0-0-
2.5589999999998	0-0-0-0-	0-0-0-0-0-
2.5599999999998	0-0-0-0-	0-0-0-0-0-
2.5609999999998	0-0-0-0-	0-0-0-0-0-
2.5619999999998	0-0-0-0-	0-0-0-0-0-
2.5629999999998	0-0-0-0-	0-0-0-0-0-
2.5639999999998	0-0-0-0-	0-0-0-0-0-
2.5649999999998	0-0-0-0-	0-0-0-0-0-
2.5659999999998	0-0-0-0-	0-0-0-0-0-
2.5669999999998	0-0-0-0-	0-0-0-0-0-
2.5679999999998	0-0-0-0-	0-0-0-0-0-
2.5689999999998	0-0-0-0-	0-0-0-0-0-
2.5699999999998	0-0-0-0-	0-0-0-0-0-
2.5709999999998	0-0-0-0-	0-0-0-0-0-
2.5719999999998	0-0-0-0-	0-0-0-0-0-
2.5729999999998	0-0-0-0-	0-0-0-0-0-
2.5739999999998	0-0-0-0-	0-0-0-0-0-
2.5749999999998	0-0-0-0-	0-0-0-0-0-
2.5759999999998	0-0-0-0-	0-0-0-0-0-
2.5769999999998	0-0-0-0-	0-0-0-0-0-
2.5779999999998	0-0-0-0-	0-0-0-0-0-
2.5789999999998	0-0-0-0-	0-0-0-0-0-
2.5799999999998	0-0-0-0-	0-0-0-0-0-
2.5809999999998	0-0-0-0-	0-0-0-0-0-
2.5819999999998	0-0-0-0-	0-0-0-0-0-
2.5829999999998	0-0-0-0-	0-0-0-0-0-
2.5839999999998	0-0-0-0-	0-0-0-0-0-
2.5849999999998	0-0-0-0-	0-0-0-0-0-
2.5859999999998	0-0-0-0-	0-0-0-0-0-
2.5869999999998	0-0-0-0-	0-0-0-0-0-
2.5879999999998	0-0-0-0-	0-0-0-0-0-
2.5889999999998	0-0-0-0-	0-0-0-0-0-
2.5899999999998	0-0-0-0-	0-0-0-0-0-
2.5909999999998	0-0-0-0-	0-0-0-0-0-
2.5919999999998	0-0-0-0-	0-0-0-0-0-
2.5929999999998	0-0-0-0-	0-0-0-0-0-
2.5939999999998	0-0-0-0-	0-0-0-0-0-
2.5949999999998	0-0-0-0-	1-5-0-8-F4:00:00:00:00:00:00:00
2.5959999999998	0-0-0-0-	0-0-0-0-0-
2.5969999999998	1-5-0-8-F4:00:00:00:00:00:00:00	0-0-0-0-0-
2.5979999999998	0-0-0-0-	0-0-0-0-0-
2.5989999999998	0-0-0-0-	0-0-0-0-0-
2.5999999999998	0-0-0-0-	0-0-0-0-0-
2.6009999999998	0-0-0-0-	0-0-0-0-0-
2.6019999999998	0-0-0-0-	0-0-0-0-0-
2.6029999999998	0-0-0-0-	0-0-0-0-0-
2.6039999999998	0-0-0-0-	0-0-0-0-0-
2.6049999999998	0-0-0-0-	0-0-0-0-0-
2.6059999999998	0-0-0-0-	0-0-0-0-0-
2.6069999999998	0-0-0-0-	0-0-0-0-0-
2.6079999999998	0-0-0-0-	0-0-0-0-0-
2.6089999999998	0-0-0-0-	0-0-0-0-0-
2.6099999999998	0-0-0-0-	0-0-0-0-0-
2.6109999999998	0-0-0-0-	0-0-0-0-0-
2.6119999999998	0-0-0-0-	0-0-0-0-0-
2.6129999999998	0-0-0-0-	0-0-0-0-0-
2.6139999999998	0-0-0-0-	0-0-0-0-0-
2.6149999999998	0-0-0-0-	0-0-0-0-0-
2.6159999999998	0-0-0-0-	0-0-0-0-0-
2.6169999999998	0-0-0-0-	0-0-0-0-0-
2.6179999999998	0-0-0-0-	0-0-0-0-0-
2.6189999999998	0-0-0-0-	0-0-0-0-0-
2.6199999999998	0-0-0-0-	0-0-0-0-0-
2.6209999999998	0-0-0-0-	0-0-0-0-0-
2.6219999999998	0-0-0-0-	0-0-0-0-0-
2.6229999999998	0-0-0-0-	0-0-0-0-0-
2.6239999999998	0-0-0-0-	0-0-0-0-0-
2.6249999999998	0-0-0-0-	0-0-0-0-0-
2.6259999999998	0-0-0-0-	0-0-0-0-0-
2.6269999999998	0-0-0-0-	0-0-0-0-0-
2.6279999999998	0-0-0-0-	0-0-0-0-0-
2.6289999999998	0-0-0-0-	0-0-0-0-0-
2.6299999999998	0-0-0-0-	0-0-0-0-0-
2.6309999999998	0-0-0-0-	0-0-0-0-0-
2.6319999999998	0-0-0-0-	0-0-0-0-0-
2.6329999999998	0-0-0-0-	0-0-0-0-0-
2.6339999999998	0-0-0-0-	0-0-0-0-0-
2.6349999999998	0-0-0-0-	0-0-0-0-0-
2.6359999999998	0-0-0-0-	0-0-0-0-0-
2.6369999999998	0-0-0-0-	0-0-0-0-0-
2.6379999999998	0-0-0-0-	0-0-0-0-0-
2.6389999999998	0-0-0-0-	0-0-0-0-0-
2.6399999999998	0-0-0-0-	0-0-0-0-0-
2.6409999999998	0-0-0-0-	0-0-0-0-0-
2.6419999999998	0-0-0-0-	0-0-0-0-0-
2.6429999999998	0-0-0-0-	0-0-0-0-0-
2.6439999999998	0-0-0-0-	0-0-0-0-0-
2.6449999999998	0-0-0-0-	1-5-0-8-FE:00:00:00:00:00:00:00
2.6459999999998	0-0-0-0-	0-0-0-0-0-
2.6469999999998	1-5-0-8-FE:00:00:00:00:00:00:00	0-0-0-0-0-
